Basin_ID;Elevation;Area;UID;DEV_1_Value;DEV_2_value;DEV_3_Value;DEV_5_Value;DEV_7_Value
10;5;225303.4;504;0;5497217.5;4453672.7;980200.4;0
8;6;195518.9;505;0;5508175.4;0;2178955.1;0
9;5.5;49336.5;506;0;1085082.1;0;0;0
3;16.25;4424.3;507;0;182502.4;0;0;0
11;14.75;6272.8;508;0;0;0;0;625460.9
11;4.5;267.3;509;0;0;0;22702.3;0
3;10.5;31308.3;510;0;53274.7;0;0;2260276.3
12;4;86051.8;511;0;2511938.1;0;0;0
4;9.5;358850.9;512;0;2026349.4;0;0;0
5;8.5;81634.4;513;0;1484769.7;663572.8;0;0
14;3.5;120472.6;514;0;3316694.7;0;0;0
13;3.75;16579.2;515;0;23.8;0;688538.3;0
1;12.5;143485;516;0;3481033.7;0;0;0
7;6.75;18064.3;517;0;177538.1;0;0;0
5;18.75;8605.2;518;0;476828.6;948.5;0;0
6;7.5;11108.3;519;0;270475.9;0;0;0
5;8;132029.6;520;0;2537843.7;663572.8;0;779252.5
1;1;74.3;521;40.6;0;0;0;0
10;5.25;289663.4;522;0;5637456.8;10688191.1;1895209.7;0
9;5.75;51633.8;523;0;1008493;0;0;0
8;6.25;166746.4;524;0;4906432.3;0;2182964.8;0
12;4.25;128930.5;525;0;2636303.4;0;6972100.7;0
4;2;8605.2;526;0;73350.7;0;0;0
3;10;34191.8;527;0;591800.8;0;0;912650.3
2;11;25815.6;528;0;638204.1;0;0;0
4;9;302753.8;529;0;1652524.2;0;0;0
3;13.25;8605.2;530;0;217092;0;0;0
1;12;221848.8;531;0;5782542.4;0;0;0
1;15.25;48201.2;532;0;1421743.1;0;0;0
