Basin_ID;Contour_ID;Height_min;Height_max;Height_mean;Houses;Population_echt;Population;area (m2);DEV_1_Value;DEV_2_Value;DEV_3_Value;DEV_5_Value;DEV_7_Value;;;;;;;;;;;
10;25;6.75;7;6.87;1.7;7.6;14.3;30174.6;424.2;13320.9;0;0;0;;;;;;;;;;;
10;26;7;7.25;7.12;2.3;9.9;18.62;37225.2;123.8;18257.9;0;0;0;;;;;;;;;;;
10;27;7.25;7.5;7.37;2.5;10.8;20.32;39982;275.3;19978.6;0;0;0;;;;;;;;;;;
10;28;7.5;7.75;7.63;2.8;12.3;23.14;44142.5;0;22337.2;0;0;0;;;;;;;;;;;
10;29;7.75;8;7.89;4.2;18.4;34.61;65180.3;0;33778.9;0;0;0;;;;;;;;;;;
10;30;8;8.25;8.12;3.6;15.5;29.16;54930.7;79.9;24286.3;0;0;0;;;;;;;;;;;
10;31;8.25;8.5;8.37;2.9;12.7;23.89;44850.4;730.8;16497;0;0;0;;;;;;;;;;;
10;32;8.5;8.75;8.59;1.7;7.3;13.73;25784.9;6936.7;3734.3;0;0;0;;;;;;;;;;;
10;33;8.75;9;8.8;0.3;1.4;2.63;4987.7;2650.3;0;0;0;0;;;;;;;;;;;
11;17;4.75;5;4.9;0.1;0.4;0.75;1408.6;376.2;0;0;0;0;;;;;;;;;;;
11;18;5;5.25;5.16;2;8.9;16.74;31376.3;8078.9;0;0;0;0;;;;;;;;;;;
11;19;5.25;5.5;5.38;4;17.5;32.92;61717.4;15766.7;0;0;0;0;;;;;;;;;;;
11;20;5.5;5.75;5.64;6;26.1;49.1;92168.8;40723.8;0;0;0;0;;;;;;;;;;;
11;21;5.75;6;5.86;5.2;22.7;42.7;80125;53602.9;2099.1;0;0;0;;;;;;;;;;;
11;22;6;6.25;6.13;4.2;18.4;34.61;64995.7;6173.7;4055.2;0;0;0;;;;;;;;;;;
11;23;6.25;6.5;6.36;3.4;15;28.22;52847.7;6226.4;2916.7;0;0;0;;;;;;;;;;;
11;24;6.5;6.75;6.63;2.8;12.4;23.33;43842.3;6775;1906.1;0;0;0;;;;;;;;;;;
11;25;6.75;7;6.88;3.1;13.6;25.58;48005.5;7829;1964.3;0;0;0;;;;;;;;;;;
11;26;7;7.25;7.13;3.3;14.3;26.9;50526.6;14828.6;1810.4;0;0;0;;;;;;;;;;;
11;27;7.25;7.5;7.38;3.8;16.6;31.23;58778.7;71307.3;1973;0;0;0;;;;;;;;;;;
11;28;7.5;7.75;7.65;6.8;29.7;55.87;104789.3;127060.2;15492.1;0;0;0;;;;;;;;;;;
11;29;7.75;8;7.88;12.6;54.7;102.89;193341.5;95829.7;63530.8;0;0;0;;;;;;;;;;;
11;30;8;8.25;8.13;12;52.4;98.57;184998.1;146765.4;68295.2;0;0;0;;;;;;;;;;;
11;31;8.25;8.5;8.36;7.7;33.7;63.39;119010;93864.3;172840.8;0;0;0;;;;;;;;;;;
11;32;8.5;8.75;8.61;4.9;21.5;40.44;76011.9;28864.5;205908.9;0;0;0;;;;;;;;;;;
11;33;8.75;9;8.85;3.8;16.4;30.85;57840;16682;285099.2;0;0;0;;;;;;;;;;;
11;34;9;9.25;9.12;1.5;6.7;12.6;23829.9;149.6;285983.7;0;0;0;;;;;;;;;;;
11;35;9.25;9.5;9.32;0.7;2.9;5.46;10301.6;37.4;145229.3;0;0;0;;;;;;;;;;;
12;18;5;5.25;5.11;7.9;239.6;450.7;93661;0;705842.5;0;0;0;;;;;;;;;;;
12;19;5.25;5.5;5.36;11.4;57.7;108.54;24243.7;0;144126.2;0;0;1479.5;;;;;;;;;;;
12;20;5.5;5.75;5.62;15.1;76.7;144.28;29025.2;0;182734.7;0;0;13.1;;;;;;;;;;;
12;21;5.75;6;5.89;24.2;123.1;231.56;45171;0;264627.1;0;0;104.9;;;;;;;;;;;
12;22;6;6.25;6.17;142.8;725.6;1364.91;262592.4;0;1365547.7;0;0;2131.8;;;;;;;;;;;
12;23;6.25;6.5;6.37;309.4;1567.2;2948.02;692491.3;0;1827618.6;0;0;91938.2;;;;;;;;;;;
12;24;6.5;6.75;6.6;129.4;657.6;1236.99;240491.5;0;637209.4;0;0;21569;;;;;;;;;;;
12;25;6.75;7;6.87;70;356.1;669.85;118219.5;0;308115.6;0;0;44223.3;;;;;;;;;;;
12;26;7;7.25;7.13;67.2;342;643.33;116697.1;0;331553.3;0;0;20308.1;;;;;;;;;;;
12;27;7.25;7.5;7.37;74.8;380.3;715.37;129252.6;0;400573.1;0;0;17936.2;;;;;;;;;;;
12;28;7.5;7.75;7.61;52.8;268.9;505.82;88007.5;0;348237.9;0;0;21999.1;;;;;;;;;;;
12;29;7.75;8;7.87;39.2;199.7;375.65;63434;0;329930.4;0;0;11600.4;;;;;;;;;;;
12;30;8;8.25;8.12;25.6;130;244.54;47128.1;0;311091.8;0;0;4916.4;;;;;;;;;;;
12;31;8.25;8.5;8.36;19.1;97.2;182.84;36661.2;0;278581;0;0;2870.6;;;;;;;;;;;
12;32;8.5;8.75;8.6;8.1;40.9;76.94;16921.8;0;144337;0;0;2493.8;;;;;;;;;;;
12;33;8.75;9;8.87;5.4;27.2;51.17;12358;0;135257.7;0;0;1394;;;;;;;;;;;
12;34;9;9.25;9.09;2;10.3;19.38;6105.6;0;63539.7;0;0;655.9;;;;;;;;;;;
12;35;9.25;9.5;9.38;0.6;2.9;5.46;5242.4;0;50037.6;0;0;518.2;;;;;;;;;;;
12;36;9.5;9.75;9.64;1.4;6.3;11.85;18369.5;0;209507.3;0;0;768.9;;;;;;;;;;;
12;37;9.75;10;9.8;0.3;1.4;2.63;5200.7;0;23214.1;0;0;13.1;;;;;;;;;;;
13;21;5.75;6;5.95;1.4;7.2;13.54;3123.4;0;1121.4;0;0;0;;;;;;;;;;;
13;22;6;6.25;6.19;158.7;797.6;1500.34;516837.5;0;206085;0;0;0;;;;;;;;;;;
13;23;6.25;6.5;6.32;92.2;463.1;871.12;308256.5;0;107208.3;0;0;0;;;;;;;;;;;
13;24;6.5;6.75;6.66;4.3;20.6;38.75;47383.6;0;5817;0;0;0;;;;;;;;;;;
13;25;6.75;7;6.88;6;26.8;50.41;99885.5;0;10924.1;0;0;0;;;;;;;;;;;
13;26;7;7.25;7.1;4.5;20.1;37.81;75914.2;0;8112.8;0;0;0;;;;;;;;;;;
13;27;7.25;7.5;7.35;1.5;6.5;12.23;24602.3;0;2840.8;0;0;0;;;;;;;;;;;
13;28;7.5;7.75;7.61;0.7;3.3;6.21;12421.4;0;1435.8;0;0;0;;;;;;;;;;;
13;29;7.75;8;7.85;0.3;1.2;2.26;4486.5;0;512.9;0;0;0;;;;;;;;;;;
13;30;8;8.25;8.1;0.1;0.4;0.75;1549.9;0;177.2;0;0;0;;;;;;;;;;;
13;32;8.5;8.75;8.63;0;0.2;0.38;586.8;0;67.7;0;0;0;;;;;;;;;;;
13;33;8.75;9;8.88;0.1;0.3;0.56;1033.8;0;118.3;0;0;0;;;;;;;;;;;
13;34;9;9.25;9.1;0;0.2;0.38;597.5;0;68.6;0;0;0;;;;;;;;;;;
14;21;5.75;6;5.95;1.1;5.2;9.78;5744.8;0;1804.1;0;0;0;;;;;;;;;;;
14;22;6;6.25;6.19;47.7;234;440.17;300632.4;0;75332;0;0;0;;;;;;;;;;;
14;23;6.25;6.5;6.34;57.9;288.4;542.5;302375.3;0;60969.7;0;0;0;;;;;;;;;;;
14;24;6.5;6.75;6.64;171.6;895.6;1684.69;1395848.7;0;139000.9;0;0;0;;;;;;;;;;;
14;25;6.75;7;6.85;140.1;730.5;1374.12;1124051.6;0;81320.4;0;0;9708;;;;;;;;;;;
14;26;7;7.25;7.07;32.9;184.7;347.43;98463.2;0;11983.5;0;0;0;;;;;;;;;;;
14;27;7.25;7.5;7.36;15.5;89.4;168.17;17594.5;0;3027.2;0;0;0;;;;;;;;;;;
14;28;7.5;7.75;7.61;9.2;52.9;99.51;10297.8;0;1492.4;0;0;0;;;;;;;;;;;
14;29;7.75;8;7.86;5.3;30.6;57.56;5956.8;0;864.8;0;0;0;;;;;;;;;;;
14;30;8;8.25;8.11;3;17.4;32.73;3392.5;0;492.9;0;0;0;;;;;;;;;;;
14;31;8.25;8.5;8.36;1.7;10;18.81;1948.2;0;284;0;0;0;;;;;;;;;;;
14;32;8.5;8.75;8.61;0.9;4.9;9.22;959.9;0;141.1;0;0;0;;;;;;;;;;;
15;22;6;6.25;6.19;38;192.1;361.35;94998.7;0;17099.6;0;0;0;;;;;;;;;;;
15;23;6.25;6.5;6.37;84.4;442;831.43;227707.8;0;40225.4;0;0;0;;;;;;;;;;;
15;24;6.5;6.75;6.63;105.1;617.8;1162.13;244156.1;0;61633.5;0;0;0;;;;;;;;;;;
15;25;6.75;7;6.88;207.5;1294.4;2434.86;372168.5;0;112010.3;0;0;37211;;;;;;;;;;;
15;26;7;7.25;7.1;134.7;821.3;1544.92;212472.5;0;50715.4;0;0;1467.6;;;;;;;;;;;
15;27;7.25;7.5;7.37;69.1;422.2;794.19;109669;0;34997.7;0;0;0;;;;;;;;;;;
15;28;7.5;7.75;7.61;51.3;306.1;575.8;71618.6;0;28931.3;0;0;0;;;;;;;;;;;
15;29;7.75;8;7.87;19.9;121.5;228.55;31223;0;18539.6;0;0;0;;;;;;;;;;;
15;30;8;8.25;8.11;13.4;82;154.25;21329.7;0;13527.8;0;0;0;;;;;;;;;;;
15;31;8.25;8.5;8.37;10.5;64.4;121.14;17067.9;0;10906.5;0;0;0;;;;;;;;;;;
15;32;8.5;8.75;8.62;9.9;60.7;114.18;16268.5;0;10978.1;0;0;0;;;;;;;;;;;
15;33;8.75;9;8.87;8.6;52.1;98;13153.9;0;8585;0;0;0;;;;;;;;;;;
15;34;9;9.25;9.13;8.1;49.3;92.74;12957.8;0;9674.2;0;0;0;;;;;;;;;;;
15;35;9.25;9.5;9.37;7.5;45.5;85.59;11720;0;8394.9;0;0;0;;;;;;;;;;;
15;36;9.5;9.75;9.63;7.7;47.3;88.97;12604.3;0;9288;0;0;0;;;;;;;;;;;
15;37;9.75;10;9.88;7.9;48.9;91.98;13236.6;0;9733.6;0;0;258.8;;;;;;;;;;;
15;38;10;10.25;10.13;9.6;59.9;112.68;16871;0;8864.9;0;0;4642.2;;;;;;;;;;;
15;39;10.25;10.5;10.38;9.9;61.8;116.25;17293.7;0;9459;0;0;4968.5;;;;;;;;;;;
15;40;10.5;10.75;10.62;14.3;89.7;168.73;25806.9;0;9520.2;0;0;11271.5;;;;;;;;;;;
15;41;10.75;11;10.87;6.3;38.8;72.99;10515.1;0;8079.4;0;0;1332.4;;;;;;;;;;;
15;42;11;11.25;11.13;7;43.3;81.45;11848.7;0;9679.4;0;0;1205.9;;;;;;;;;;;
15;43;11.25;11.5;11.38;7.6;46.7;87.85;12407.7;0;9541.5;0;0;1672;;;;;;;;;;;
15;44;11.5;11.75;11.62;7.2;44.2;83.14;11982.8;0;8822;0;0;1993.1;;;;;;;;;;;
15;45;11.75;12;11.87;6.5;40;75.24;11045.8;0;8746.3;0;0;1537.3;;;;;;;;;;;
15;46;12;12.25;12.12;6.1;38.2;71.86;10717.4;0;8505.3;0;0;1472.5;;;;;;;;;;;
15;47;12.25;12.5;12.38;7.7;48.2;90.67;13826.4;0;9376.1;0;0;3144.5;;;;;;;;;;;
15;48;12.5;12.75;12.62;7.9;49.7;93.49;14252.9;0;9654.9;0;0;3253.2;;;;;;;;;;;
15;49;12.75;13;12.87;8.4;52.6;98.94;15097;0;9613.1;0;0;3914;;;;;;;;;;;
15;50;13;13.25;13.12;8.2;51.3;96.5;14906.2;0;8964.2;0;0;4273.4;;;;;;;;;;;
15;51;13.25;13.5;13.38;7.9;50.1;94.24;14928.3;0;8831.3;0;0;4364.9;;;;;;;;;;;
15;52;13.5;13.75;13.62;8.5;53.5;100.64;15910.2;0;9505;0;0;4576.5;;;;;;;;;;;
15;53;13.75;14;13.87;6.8;42.8;80.51;12340.5;0;8675.6;0;0;2460.2;;;;;;;;;;;
15;54;14;14.25;14.14;9.3;58.6;110.23;17182.1;0;10263.7;0;0;4918.8;;;;;;;;;;;
15;55;14.25;14.5;14.38;11.1;69.9;131.49;20758.7;0;19128.4;0;0;730.9;;;;;;;;;;;
15;56;14.5;14.75;14.61;10.5;66.2;124.53;19704.2;0;18885.3;0;0;85.9;;;;;;;;;;;
15;57;14.75;15;14.87;7;44;82.77;12609.5;0;12069.2;0;0;78.6;;;;;;;;;;;
15;58;15;15.25;15.13;7.6;47.9;90.1;13764.1;0;13272.8;0;0;33.1;;;;;;;;;;;
15;59;15.25;15.5;15.36;8.1;51;95.93;14792.4;0;14104.2;0;0;54.6;;;;;;;;;;;
15;60;15.5;15.75;15.62;5.7;35.6;66.97;10000;0;9523.6;0;0;33.1;;;;;;;;;;;
15;61;15.75;16;15.81;2.4;15.1;28.4;4420.4;0;4128.1;0;0;102.5;;;;;;;;;;;
15;63;16.25;16.5;16.36;0.3;2.1;3.95;641.5;0;0;0;0;475.5;;;;;;;;;;;
15;64;16.5;16.75;16.56;0.6;4.1;7.71;1260.8;0;0;0;0;940.3;;;;;;;;;;;
16;21;5.75;6;5.97;0.9;4.5;8.352244754;1514.2;0;366;0;0;0;;;;;;;;;;;
16;22;6;6.25;6.19;127.4;647.7;1218.37;217732.5;0;47877.5;0;0;0;;;;;;;;;;;
16;23;6.25;6.5;6.36;177.1;899.3;1691.65;339464.6;0;76766.4;0;0;63582.6;;;;;;;;;;;
16;24;6.5;6.75;6.64;235.5;1201.1;2259.36;497523.1;0;244556.7;0;0;8070.6;;;;;;;;;;;
16;25;6.75;7;6.87;376.6;2200.3;4138.92;827511.3;0;555583.4;0;0;22336.2;;;;;;;;;;;
16;26;7;7.25;7.09;61.2;359.8;676.81;137261.2;0;76610.7;0;0;19075.5;;;;;;;;;;;
16;27;7.25;7.5;7.36;26.3;147.9;278.21;63995.8;0;30026.8;0;0;9118.4;;;;;;;;;;;
16;28;7.5;7.75;7.62;17.3;98.3;184.91;43040.4;0;19589.5;0;0;2408.5;;;;;;;;;;;
16;29;7.75;8;7.86;9.5;57.6;108.35;21375.6;0;11690.4;0;0;1383.3;;;;;;;;;;;
16;30;8;8.25;8.13;9.2;58.3;109.67;18139.1;0;11340.9;0;0;823.3;;;;;;;;;;;
16;31;8.25;8.5;8.37;9.6;61.4;115.5;19009.3;0;11598.4;0;0;887;;;;;;;;;;;
16;32;8.5;8.75;8.62;9.7;61.9;116.44;19055.9;0;9296.3;0;0;927.4;;;;;;;;;;;
16;33;8.75;9;8.82;3.9;25;47.03;7686.7;0;3151.4;0;0;1170.7;;;;;;;;;;;
16;34;9;9.25;9.13;3.4;21.5;40.44;6610.9;0;2077.5;0;0;2883;;;;;;;;;;;
16;35;9.25;9.5;9.37;2.9;18.7;35.18;5767.1;0;1650.4;0;0;2752.1;;;;;;;;;;;
16;36;9.5;9.75;9.61;2.5;16.1;30.29;4953.1;0;1264.6;0;0;2458.1;;;;;;;;;;;
16;37;9.75;10;9.87;2;12.7;23.89;3906.3;0;1086.7;0;0;2027.7;;;;;;;;;;;
16;38;10;10.25;10.11;1.7;10.9;20.5;3349;0;1140.2;0;0;1588;;;;;;;;;;;
16;39;10.25;10.5;10.37;1.8;11.4;21.44;3520.7;0;1054.2;0;0;1788.8;;;;;;;;;;;
16;40;10.5;10.75;10.62;3.4;21.9;41.2;6742.4;0;1049.1;0;0;4204.4;;;;;;;;;;;
16;41;10.75;11;10.86;1.7;10.7;20.13;3284.6;0;900.6;0;0;1751.5;;;;;;;;;;;
16;42;11;11.25;11.11;1.5;9.5;17.87;2933.1;0;953.3;0;0;1459.6;;;;;;;;;;;
16;43;11.25;11.5;11.36;1.7;10.8;20.32;3331.7;0;1060.6;0;0;1676.2;;;;;;;;;;;
16;44;11.5;11.75;11.61;1.6;10.5;19.75;3232.5;0;1417.9;0;0;1318.1;;;;;;;;;;;
16;45;11.75;12;11.85;1.5;9.3;17.49;2872.5;0;1655.6;0;0;856.1;;;;;;;;;;;
16;46;12;12.25;12.09;1.4;8.9;16.74;2753.2;0;1586.6;0;0;821.2;;;;;;;;;;;
16;47;12.25;12.5;12.37;1.8;11.5;21.63;3544;0;2119.3;0;0;992.3;;;;;;;;;;;
16;48;12.5;12.75;12.59;1.9;12;22.57;3693.6;0;2060.1;0;0;1116.5;;;;;;;;;;;
16;49;12.75;13;12.84;1.3;8;15.05;2456.3;0;1172.4;0;0;896.5;;;;;;;;;;;
16;50;13;13.25;13.08;1.1;6.8;12.79;2086.1;0;911.3;0;0;778.4;;;;;;;;;;;
16;51;13.25;13.5;13.3;0.6;4;7.52;1220.2;0;656.5;0;0;342.3;;;;;;;;;;;
16;52;13.5;13.75;13.51;0.4;2.3;4.33;719.2;0;506.3;0;0;99.3;;;;;;;;;;;
17;21;5.75;6;5.89;2.6;13.1;24.64;3839.4;0;12785.6;0;0;82.2;;;;;;;;;;;
17;22;6;6.25;6.2;56.8;289.5;544.57;85073;0;112520.9;0;0;3598;;;;;;;;;;;
17;23;6.25;6.5;6.39;278;1416;2663.6;416106;0;434872.9;0;0;379020;;;;;;;;;;;
17;24;6.5;6.75;6.61;138.5;705.7;1327.47;207380.3;0;272230.1;0;0;92922;;;;;;;;;;;
17;25;6.75;7;6.89;171.5;873.9;1643.87;256803.7;0;246712.8;0;0;53158.7;;;;;;;;;;;
17;26;7;7.25;7.11;202.2;1030.3;1938.07;302766.7;0;165425.3;0;0;88607.6;;;;;;;;;;;
17;27;7.25;7.5;7.38;184.1;937.9;1764.26;275600.5;0;120481.1;0;0;132723.4;;;;;;;;;;;
17;28;7.5;7.75;7.62;174.4;888.4;1671.14;261052;0;74303;0;0;113447.1;;;;;;;;;;;
17;29;7.75;8;7.86;99.8;508.3;956.15;149375;0;29813.6;0;0;68746.2;;;;;;;;;;;
17;30;8;8.25;8.09;38.3;195.2;367.19;57368.9;0;15838.1;0;0;22445.7;;;;;;;;;;;
17;31;8.25;8.5;8.36;12.2;62;116.63;18229.6;0;10990.8;0;0;5174.7;;;;;;;;;;;
17;32;8.5;8.75;8.6;6.2;31.7;59.63;9310;0;4874.8;0;0;2549.8;;;;;;;;;;;
17;33;8.75;9;8.86;3.4;17.1;32.17;5024.5;0;2270.8;0;0;1384;;;;;;;;;;;
17;34;9;9.25;9.13;3.1;15.6;29.34;4573.3;0;1337.5;0;0;1109.9;;;;;;;;;;;
17;35;9.25;9.5;9.37;4.7;23.7;44.58;6977.5;0;286.2;0;0;1845.8;;;;;;;;;;;
17;36;9.5;9.75;9.62;2.9;14.6;27.46;4281.7;0;0;0;0;1668.6;;;;;;;;;;;
17;37;9.75;10;9.78;0.5;2.4;4.51;712.5;0;0;0;0;391.5;;;;;;;;;;;
18;22;6;6.25;6.19;73;371.9;699.57;109282.3;0;217664;0;0;4187.2;;;;;;;;;;;
18;23;6.25;6.5;6.39;290.4;1479.2;2782.48;434688.9;0;178207.8;0;0;308097.8;;;;;;;;;;;
18;24;6.5;6.75;6.61;107.9;549.7;1034.03;162214.6;0;126979.2;0;0;155052.5;;;;;;;;;;;
18;25;6.75;7;6.86;42.9;217.9;409.89;80336.6;0;107737.5;0;0;252409.5;;;;;;;;;;;
18;26;7;7.25;7.15;45;229.8;432.27;108902.6;0;41075.8;0;0;786480.8;;;;;;;;;;;
18;27;7.25;7.5;7.36;69.2;358.1;673.61;159498.7;0;55260;0;0;964153.1;;;;;;;;;;;
18;28;7.5;7.75;7.62;47.1;253.3;476.48;102844.9;0;15896.2;0;0;420083.2;;;;;;;;;;;
18;29;7.75;8;7.88;58.4;323.1;607.77;128013.1;0;17399.2;0;0;390995.8;;;;;;;;;;;
18;30;8;8.25;8.11;59;323.1;607.77;131419.4;0;15686.9;0;0;499697;;;;;;;;;;;
18;31;8.25;8.5;8.35;26.7;146.5;275.58;61145.9;0;6280;0;0;243135.3;;;;;;;;;;;
18;32;8.5;8.75;8.6;7.4;40.3;75.81;16863.2;0;2336.7;0;0;65984.2;;;;;;;;;;;
18;33;8.75;9;8.86;3.7;21.2;39.88;8550;0;2597.1;0;0;35961.8;;;;;;;;;;;
18;34;9;9.25;9.12;3.4;20.2;38;7817.3;0;2870.8;0;0;27862.1;;;;;;;;;;;
18;35;9.25;9.5;9.35;1.8;11.1;20.88;3699.9;0;2088.7;0;0;4688.5;;;;;;;;;;;
18;36;9.5;9.75;9.61;1.1;7.3;13.73;2238.8;0;1671.6;0;0;0;;;;;;;;;;;
18;37;9.75;10;9.9;1.5;9.8;18.43;3018.2;0;2297.9;0;0;0;;;;;;;;;;;
18;38;10;10.25;10.13;5.7;36.2;68.09;11146.6;0;7838.3;0;0;0;;;;;;;;;;;
18;39;10.25;10.5;10.37;8.4;53.4;100.45;16438.1;0;11413.2;0;0;0;;;;;;;;;;;
18;40;10.5;10.75;10.61;3.6;23;43.26;7068.5;0;4839.6;0;0;0;;;;;;;;;;;
18;41;10.75;11;10.88;2.4;15.6;29.34;4802.3;0;3341.3;0;0;0;;;;;;;;;;;
18;42;11;11.25;11.13;3.7;23.4;44.02;7207;0;5968.5;0;0;0;;;;;;;;;;;
18;43;11.25;11.5;11.38;3.6;23;43.26;7087.7;0;5370.3;0;0;36.1;;;;;;;;;;;
18;44;11.5;11.75;11.62;4.4;28.3;53.23;8711.6;0;6841.4;0;0;219.7;;;;;;;;;;;
18;45;11.75;12;11.87;3.8;24.3;45.71;7482.8;0;5288.3;0;0;782.4;;;;;;;;;;;
18;46;12;12.25;12.13;3.7;23.6;44.39;7262.5;0;4823.1;0;0;935.9;;;;;;;;;;;
18;47;12.25;12.5;12.36;3.6;23.1;43.45;7116;0;4594.2;0;0;1062.3;;;;;;;;;;;
18;48;12.5;12.75;12.62;3.5;22.3;41.95;6867.6;0;4404.9;0;0;1002.1;;;;;;;;;;;
18;49;12.75;13;12.87;3.2;20.2;38;6221.7;0;3633.2;0;0;1152.6;;;;;;;;;;;
18;50;13;13.25;13.12;3.3;20.9;39.31;6423.3;0;3280.2;0;0;1785.3;;;;;;;;;;;
18;51;13.25;13.5;13.4;3.6;22.8;42.89;7032.5;0;1763.6;0;0;3555.8;;;;;;;;;;;
18;52;13.5;13.75;13.62;7.8;50.1;94.24;15418.2;0;2053.3;0;0;9612.1;;;;;;;;;;;
18;53;13.75;14;13.87;4.1;26.4;49.66;8131.1;0;2747.9;0;0;3112.8;;;;;;;;;;;
18;54;14;14.25;14.12;3;19.3;36.3;5927.2;0;2858.2;0;0;508.6;;;;;;;;;;;
18;55;14.25;14.5;14.37;2.5;15.7;29.53;4832.3;0;2528.2;0;0;84.3;;;;;;;;;;;
18;56;14.5;14.75;14.61;1.7;10.8;20.32;3331.4;0;1739.1;0;0;0;;;;;;;;;;;
19;24;6.5;6.75;6.67;13.7;83.1;156.32;26113.8;0;840.3;0;0;7508;;;;;;;;;;;
19;25;6.75;7;6.9;45.3;294.4;553.79;94634.8;0;3555.6;0;0;69813.8;;;;;;;;;;;
19;26;7;7.25;7.14;92.4;582.5;1095.72;185422.2;0;5423.4;0;0;189193.6;;;;;;;;;;;
19;27;7.25;7.5;7.38;161.8;1001.9;1884.65;317696;0;6008.5;0;0;252504.8;;;;;;;;;;;
19;28;7.5;7.75;7.62;159.9;996.2;1873.92;315855.5;0;4939.1;0;0;257808.8;;;;;;;;;;;
19;29;7.75;8;7.86;114;700.1;1316.94;220907;0;1827.1;0;0;313638.8;;;;;;;;;;;
19;30;8;8.25;8.1;48.5;270.3;508.45;82384.9;0;1892.4;0;0;44661.9;;;;;;;;;;;
19;31;8.25;8.5;8.37;21.8;117.7;221.4;35407.4;0;707.4;0;0;10846.6;;;;;;;;;;;
19;32;8.5;8.75;8.62;16.8;89.7;168.73;26860.4;0;549.8;0;0;8501.6;;;;;;;;;;;
19;33;8.75;9;8.87;15.2;81.4;153.12;24409.4;0;671.7;0;0;6061.5;;;;;;;;;;;
19;34;9;9.25;9.13;12.4;65.9;123.96;19684.4;0;97;0;0;4045.6;;;;;;;;;;;
19;35;9.25;9.5;9.37;16.9;87.5;164.59;25878.5;0;88.6;0;0;4496.4;;;;;;;;;;;
19;36;9.5;9.75;9.61;10.3;53;99.7;15646.3;0;68.7;0;0;3232.9;;;;;;;;;;;
19;37;9.75;10;9.81;1.5;7.9;14.86;2325;0;0;0;0;335.1;;;;;;;;;;;
20;18;5;5.25;5.15;5.7;24.8;46.65;87510.6;0;20774;0;0;0;;;;;;;;;;;
20;19;5.25;5.5;5.36;5.8;25.4;47.78;89773.6;0;34757.4;0;0;0;;;;;;;;;;;
20;20;5.5;5.75;5.62;3.9;17;31.98;60081.8;0;25168.4;0;0;0;;;;;;;;;;;
20;21;5.75;6;5.87;3.4;14.7;27.65;51808.6;0;13293.7;0;0;0;;;;;;;;;;;
20;22;6;6.25;6.13;3.5;15.1;28.4;53493.6;0;7938.4;0;0;0;;;;;;;;;;;
20;23;6.25;6.5;6.41;9;39.1;73.55;138022.5;0;276031.3;0;0;0;;;;;;;;;;;
20;24;6.5;6.75;6.64;16.9;73.7;138.64;260434.5;0;391737.5;0;0;0;;;;;;;;;;;
20;25;6.75;7;6.86;16.5;72;135.44;254356.7;0;460209.3;0;0;0;;;;;;;;;;;
20;26;7;7.25;7.12;11.7;50.9;95.75;180024.1;17472.7;333619.7;0;0;0;;;;;;;;;;;
20;27;7.25;7.5;7.37;10.4;45.2;85.02;159661.3;78427.7;235622;0;0;0;;;;;;;;;;;
20;28;7.5;7.75;7.63;10.6;46.3;87.09;163637;107819;197202.1;0;0;0;;;;;;;;;;;
20;29;7.75;8;7.88;12.2;53.2;100.07;187877.2;1143;198930.3;0;0;0;;;;;;;;;;;
20;30;8;8.25;8.13;15.5;67.3;126.6;237951.4;93604.9;254257.3;0;0;0;;;;;;;;;;;
20;31;8.25;8.5;8.36;12.4;53.8;101.2;190084.6;181381;763522;0;0;0;;;;;;;;;;;
20;32;8.5;8.75;8.62;9.4;41.1;77.31;145058.9;98645.4;750503.4;0;0;0;;;;;;;;;;;
20;33;8.75;9;8.88;9;39.1;73.55;138007.9;89036.2;661008;0;0;0;;;;;;;;;;;
20;34;9;9.25;9.13;10.1;44;82.77;155487.9;86410.7;774710.2;0;0;0;;;;;;;;;;;
20;35;9.25;9.5;9.37;10.2;44.2;83.14;156207.3;82951.6;640864.7;0;0;0;;;;;;;;;;;
20;36;9.5;9.75;9.62;10.4;45.4;85.4;160477.7;0;296144.6;0;0;0;;;;;;;;;;;
20;37;9.75;10;9.88;11.9;51.7;97.25;182700.4;0;268635;0;0;0;;;;;;;;;;;
20;38;10;10.25;10.13;14;61.1;114.93;216069.7;0;195581.3;0;0;0;;;;;;;;;;;
20;39;10.25;10.5;10.38;17.9;77.8;146.35;275003.2;0;210570.4;0;0;0;;;;;;;;;;;
20;40;10.5;10.75;10.64;33;143.8;270.5;507999.2;0;768050.6;0;0;0;;;;;;;;;;;
20;41;10.75;11;10.87;31.3;136.4;256.58;482007.4;0;829492.7;0;0;0;;;;;;;;;;;
20;42;11;11.25;11.12;25.5;111;208.8;392087.6;0;834280.9;0;0;0;;;;;;;;;;;
20;43;11.25;11.5;11.38;24.2;105.1;197.7;371551;0;1006909.3;0;0;0;;;;;;;;;;;
20;44;11.5;11.75;11.62;22.1;96.1;180.77;339719.4;0;988674.7;0;0;0;;;;;;;;;;;
20;45;11.75;12;11.87;12.1;52.8;99.32;186516.2;0;244619.1;0;0;0;;;;;;;;;;;
20;46;12;12.25;12.12;10.2;44.3;83.33;156388.7;0;156358.7;0;0;0;;;;;;;;;;;
20;47;12.25;12.5;12.36;8.2;35.9;67.53;126678.5;0;81509.7;0;0;0;;;;;;;;;;;
20;48;12.5;12.75;12.59;3.7;16.1;30.29;56893.9;0;15430.1;0;0;0;;;;;;;;;;;
